"","Name","Type of Insurance Company","Insurance Category","Insurance Company Status","Authorization Country","Country of Authorisation","Website","Link","address"
"97","ASPEN INSURANCE UK LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1502",""
"98","ASPIS PRONOIA ANONYMI ETAIREIA GENIKON ASFALEION","Insurance Undertaking","Composite","Liquidation","Greece","Greece","http://www.aspispronia.gr/","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=34","Othonos 4, 10557, Athens, Attic, Greece"
"99","ASPIS PRONOIA-ANONYMI ETAIREIA ASFALISEON ZIMION","Insurance Undertaking","Non Life Insurance","Liquidation","Greece","Greece","http://www.aspispronia.gr/","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=35","Othonos 4, 10557, Athens, Attic, Greece"
"100","ASR Aanvullende Ziektekostenverzekeringen N.V.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2992","Archimedeslaan 10, 3584 BA Utrecht, Utrecht Holland"
"101","ASR Basis Ziektekostenverzekeringen N.V.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2990","Archimedeslaan 10, 3584 BA Utrecht, Utrecht Holland"
"102","ASR Levensverzkering NV","Freedom To Provide Services","Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=459","POSTBUS 2072, 3500 HB, Utrecht Holland"
"103","ASR Schadeverzekering N.V.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5170","Archimedeslaan 10, 3584 BA Utrecht , Utrecht Holland"
"104","ASSICURAZIONI GENERALI SPA","Freedom To Provide Services","Non Life Insurance","Active","Greece","Italy","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2146","PIAZZA DUCA DEGLI ABRUZZI 2, 34132, Trieste Italy"
"105","ASSOCIATION OF UNDERWRITERS KNOWN AS LLOYD`S","Branch","Non Life Insurance","Ceased","Greece","United Kingdom","http://www.lloyds.com/","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=350","ONE LIME STREET , EC3M 7HA, London United Kingdom"
"106","ASSURANCEFORENINGEN SKULD - GJENSIDIG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Norway","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1779","Postboks 1376, 0114, Oslo Norway"
"107","ASSURANCES GENERALES DE FRANCE IART","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=254","rue de Richelieu Paris Cedex 87, 75113, Paris France"
"108","ASSURANT EUROPE INSURANCE N.V.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3445","Amsterdam"
"109","Assurant General Insurance Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=441","Victoria Street 6-12, SL4 1EN, Berkshire United Kingdom"
"110","Assurant Life Limited","Freedom To Provide Services","Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=404","Victoria Street 6-12, SL4 1EN, Berkshire United Kingdom"
"111","ASSURED GUARANTY (EUROPE) PLC","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1513","Finsbury Square 1, EC2A 1AE, London United Kingdom"
"112","ASSURED GUARANTY (Europe) SA","Freedom To Provide Services","Non Life Insurance","Active","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3417","Place de la Madeleine 6, 75008, Paris France"
"113","Astrenska Insurance Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2242","Perrymount Road, Haywards Heath RH16 1DN Sussex United Kingdom"
"114","Aterforsakringsaktiebolaget SKF","Freedom To Provide Services","Non Life Insurance","Active","Greece","Sweden","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5157",", 415 50 Goteborg, Gothenburg"
"115","ATHORA BELGIUM NV/SA","Freedom To Provide Services","Non Life Insurance","Active","Greece","Belgium","http://www.generali.be","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=252","AVENUE LOUISE, bte 1 149, 1050, Brussels Belgium"
"116","ATLANTIC UNION S.A.","Insurance Undertaking","Composite","Active","Greece","Greece","http://www.atlantiki.gr","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=36","Mesogeion 71 & Ilidos 36, 11526, Athens, Attic, Greece"
"117","ATLAS INSURANCE PCC LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","Malta","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2809","TA' XBIEX SEA FRONT 48-50, 1021, Ta'Xbiex Malta"
"118","Atradius Credito Y Caucion S.A. De Seguros Y Reaseguros","Branch","Non Life Insurance","Active","Greece","Spain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2718","Paseo de la Castellana 4, 28046, Madrid Spain"
"119","Atradius Credito Y Caucion S.A. De Seguros Y Reaseguros","Freedom To Provide Services","Non Life Insurance","Active","Greece","Spain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2736","Paseo de la Castellana 4, 28046, Madrid Spain"
"120","AUGURA IRELAND DAC","Freedom To Provide Services","Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1765","Harbourmaster Place 5, Dublin 1, Dublin Irland"
"121","AUTOHOME INSURANCE LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1643",""
"122","Avero Achmea Zorgverzekeringen N.V.","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2642","Dellaertweg 1, 2316 WZ, Amsterdam Holland"
"123","AVERO SCHADEVERZEKERING BENELUX NV","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1576",""
"124","Aviva Annuity UK Limited","Freedom To Provide Services","Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2744","Wellington Row , YO90 1WR, York United Kingdom"
"125","Aviva Insurance Ireland Dac","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3138","One Park Place Hatch Street, Dublin 2, Dublin Irland"
"126","AVIVA INSURANCE LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=243","Norfolk , NR1 3NG , Norwich United Kingdom"
"127","AVIVA LIFE & PENSIONS UK LIMITED","Freedom To Provide Services","Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1750","Rougier Street 2, YO90 1UU, York United Kingdom"
"128","AWP Health & Life SA","Freedom To Provide Services","Composite","Active","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5204","Rue Dora Maar 7, 93400, Saint-Ouen France"
"129","AWP P&C","Branch","Non Life Insurance","Active","Greece","France","http://www.mondial-assistance.gr","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=348","Rue Dora Maar 7, 93400, Saint-Ouen France"
"130","AWP P&C","Freedom To Provide Services","Non Life Insurance","Active","Greece","France","http://www.mondial-assistance.gr","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1793","Rue Dora Maar 7, 93400, Saint-Ouen France"
"131","AXA ART INSURANCE SE","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1496","Marlow House - Lloyd's Avenue 1A, EC3N 3AA, London United Kingdom"
"132","AXA ASSICURAZIONI SPA","Freedom To Provide Services","Composite","Active","Greece","Italy","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2150","Corso Como 17, 20154, Milan Italy"
"133","AXA ASSISTANCE FRANCE ASSURANCES","Freedom To Provide Services","Non Life Insurance","Active","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1927","Rue Paul Vaillant Couturier 8-10, 92240 Malakoff, Paris France"
"134","AXA BELGIUM SA","Freedom To Provide Services","Non Life Insurance","Active","Greece","Belgium","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1573","Place du Trone 1, 1000 Brussels, Brussels Belgium"
"135","AXA FRANCE IARD","Branch","Non Life Insurance","Active","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3034","Terrasses de l'Arche 313, 92727 Nanterre Cedex, Paris France"
"136","AXA FRANCE IARD","Freedom To Provide Services","Non Life Insurance","Active","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1430","Terrasses de l'Arche 313, 92727 Nanterre Cedex, Paris France"
"137","AXA FRANCE VIE","Branch","Composite","Active","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3035","Terrasses de l'Arche 313, 92727 Nanterre Cedex, Paris France"
"138","AXA FRANCE VIE","Freedom To Provide Services","Composite","Active","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1917","Terrasses de l'Arche 313, 92727 Nanterre Cedex, Paris France"
"139","AXA INSURANCE DAC","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3308","Wolfe Tone House 43/45 Wolfe Tone Str.,, Dublin 1, Dublin Irland"
"140","AXA Insurance UK Plc.","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1743",""
"141","AXA Nordstern ART Versicherung AG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1445",""
"142","AXA PPP HEALTHCARE LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3008","Jubilee House, Vale Road Tunbridge Wells, TN1 1BJ, Kent United Kingdom"
"143","AXA REINSURANCE UK Plc.","Freedom To Provide Services","Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1421",""
"144","AXA SEGUROS GENERALES, S.A. DE SEGUROS Y REASEGUROS","Freedom To Provide Services","Non Life Insurance","Active","Greece","Spain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3063","Monsenor Palmer 1, 07014, Palma de Mallorca Spain"
"145","AXA VERSICHERUNG AG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1396","Colonia-Allee 10-20 , 51067, Cologne Germany"
"146","AXA Wealth Europe S.A.","Freedom To Provide Services","Life Insurance","Active","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2720","Place de l'Etoile 1, L-1479, Luxembourg Luxemburg"
